[GCS_ARRAY Wave Table1]
# VERSION = 1
# TYPE = 1
# SEPARATOR = 9
# DIM = 2
# SAMPLE_TIME = 5e-005
# NDATA = 51
#
# NAME0 = Wave Table1
# NAME1 = Wave Table2
#
# END_HEADER
0.						-12.5          
0.51020408    -11.9897959184 
1.02040816    -11.4795918367 
1.53061224   -10.9693877551 
2.04081633    -10.4591836735 
2.55102041    -9.94897959184 
3.06122449    -9.4387755102  
3.57142857   -8.92857142857 
4.08163265    -8.41836734694 
4.59183673    -7.90816326531 
5.10204082    -7.39795918367 
5.6122449    -6.88775510204 
6.12244898    -6.37755102041 
6.63265306    -5.86734693878 
7.14285714    -5.35714285714 
7.65306122   -4.84693877551 
8.16326531    -4.33673469388 
8.67346939    -3.82653061224 
9.18367347    -3.31632653061 
9.69387755   -2.80612244898 
10.20408163   -2.29591836735 
10.71428571   -1.78571428571 
11.2244898    -1.27551020408 
11.73469388   -0.765306122449
12.24489796   -0.255102040816
12.75510204   0.255102040816 
13.26530612   0.765306122449 
13.7755102    1.27551020408  
14.28571429   1.78571428571  
14.79591837   2.29591836735  
15.30612245   2.80612244898  
15.81632653   3.31632653061  
16.32653061   3.82653061224  
16.83673469   4.33673469388  
17.34693878   4.84693877551  
17.85714286   5.35714285714  
18.36734694   5.86734693878  
18.87755102   6.37755102041  
19.3877551    6.88775510204  
19.89795918   7.39795918367  
20.40816327   7.90816326531  
20.91836735   8.41836734694  
21.42857143   8.92857142857  
21.93877551   9.4387755102   
22.44897959   9.94897959184  
22.95918367   10.4591836735  
23.46938776   10.9693877551  
23.97959184   11.4795918367  
24.48979592   11.9897959184  
25            12.5           
